accuracy,auc,f1-score,precision,recall,Model
0.889102564102564,0.9606892395353933,0.8863021088366307,0.8957481331750878,0.889102564102564,MobileNetV2
0.8673076923076923,0.9662754766600921,0.8565231006085433,0.8928934557688765,0.8673076923076923,VGG16
0.625,0.7752060048213895,0.4807692307692307,0.390625,0.625,EfficientNetB0
0.9070512820512822,0.9622079772079772,0.9052466898326503,0.9102400070261236,0.9070512820512822,Random Forest
0.8942307692307692,0.9705040543502083,0.8906005186724446,0.9034991816677357,0.8942307692307692,Ensemble (Todos)
0.8993589743589745,0.9704054350208196,0.8966264107049755,0.9062526619495737,0.8993589743589745,Ensemble (Sem EfficientNet)
